Age,Gender,Location,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level,Low_Sleep_Flag,Extreme_Usage_Flag,Daily_Usage_Hours_Outlier_Flag,Weekend_Usage_Hours_Outlier_Flag,Total_App_Time,Weekend_vs_Weekday_Diff,Time_on_Social_Media_Ratio,Time_on_Gaming_Ratio,Time_on_Education_Ratio
15,Female,Caseyborough,8,6.2,7.8,57,5,1.3,9,6,5,1,0.6,75,16,2.9,,0.4,Other,3,5.4,9.9,0,0,0,0,3.3,-0.7999999999999998,0.46774193548387094,,0.06451612903225806
17,Other,Grahamtown,9,4.7,5.9,56,4,0.7,6,4,8,1,0.8,73,5,1.79,2.14,0.77,Other,5,2.0,8.8,0,0,0,0,4.7,-2.7,0.38085106382978723,0.4553191489361702,0.16382978723404254
19,Male,Port Kyle,8,5.9,6.5,75,2,0.1,6,3,3,0,1.2,63,7,2.8,1.4,0.4,Other,6,8.0,9.5,0,0,0,0,4.6,2.0999999999999996,0.47457627118644063,0.23728813559322032,0.06779661016949153
16,Female,Bennettville,10,7.3,6.0,96,4,1.2,4,9,7,1,1.6,118,18,1.6,2.1,1.0,Browsing,5,6.0,10.0,0,0,0,0,4.7,-1.2999999999999998,0.21917808219178084,0.28767123287671237,0.136986301369863
19,Other,Port Kathystad,10,6.1,6.5,92,7,0.7,10,10,6,0,1.2,103,17,1.5,2.4,0.6,Browsing,9,3.7,10.0,0,0,0,0,4.5,-2.3999999999999995,0.24590163934426232,0.39344262295081966,0.09836065573770492
19,Female,New Brianport,8,5.0,4.3,58,6,1.3,10,3,6,0,0.1,55,12,1.0,2.67,1.33,Education,7,6.2,10.0,0,0,0,0,5.0,1.2000000000000002,0.2,0.534,0.266
17,Female,Washingtonside,9,3.5,5.7,59,9,0.9,5,2,1,0,1.2,105,10,1.63,1.32,0.54,Gaming,9,6.6,8.5,0,0,0,0,3.49,3.0999999999999996,0.4657142857142857,0.37714285714285717,0.1542857142857143
16,Female,Catherineshire,8,4.4,4.1,96,5,1.6,10,7,1,0,1.8,90,12,2.0,1.0,1.2,Education,4,4.8,9.6,0,0,0,0,4.2,0.39999999999999947,0.45454545454545453,0.22727272727272727,0.2727272727272727
13,Other,East Sara,7,5.1,6.2,84,3,1.0,7,5,2,1,0.2,22,18,2.08,2.17,0.85,Other,9,6.6,10.0,0,0,0,0,5.1,1.5,0.407843137254902,0.4254901960784314,0.16666666666666669
16,Male,Oconnorstad,11,6.7,5.8,52,0,1.0,9,10,6,1,1.0,43,16,2.5,1.6,0.8,Other,9,5.5,10.0,0,0,0,0,4.8999999999999995,-1.2000000000000002,0.3731343283582089,0.23880597014925373,0.11940298507462686
17,Female,West Danieltown,9,8.9,7.2,87,9,1.4,3,2,5,1,1.4,21,7,2.6,1.3,0.8,Education,4,5.9,10.0,0,0,0,0,4.7,-3.0,0.29213483146067415,0.14606741573033707,0.0898876404494382
14,Other,New Steven,8,3.9,8.8,80,3,0.1,10,3,1,1,0.8,81,20,1.95,0.91,1.04,Social Media,2,5.0,9.8,0,0,0,0,3.9,1.1,0.5,0.23333333333333334,0.26666666666666666
19,Female,Bethton,9,6.3,7.9,76,3,2.0,9,2,9,1,0.7,140,20,2.8,2.6,,Gaming,9,8.4,10.0,0,0,0,0,5.4,2.1000000000000005,0.4444444444444444,0.41269841269841273,
15,Male,North Maryhaven,12,5.2,3.0,54,5,1.8,6,2,6,0,1.3,95,12,1.37,2.75,1.08,Browsing,2,8.9,10.0,1,0,0,0,5.2,3.7,0.26346153846153847,0.5288461538461539,0.2076923076923077
17,Male,Robinsonmouth,11,1.6,5.8,79,4,2.0,4,9,6,1,0.9,126,6,1.55,0.05,,Other,10,5.8,5.6,0,0,0,0,1.6,4.199999999999999,0.96875,0.03125,
15,Male,West Cynthiabury,8,3.6,4.4,66,1,0.6,3,8,7,0,1.5,61,12,1.1,0.3,0.3,Gaming,2,7.6,6.4,0,0,0,0,1.7000000000000002,3.9999999999999996,0.3055555555555556,0.08333333333333333,0.08333333333333333
19,Other,South Brett,11,3.9,6.4,87,8,1.1,4,2,6,0,0.7,82,20,1.6,1.21,1.09,Gaming,2,3.0,10.0,0,0,0,0,3.9000000000000004,-0.8999999999999999,0.4102564102564103,0.31025641025641026,0.2794871794871795
14,Other,East April,9,3.7,5.1,56,1,1.7,1,10,2,1,0.8,99,6,1.26,1.26,1.18,Other,4,7.6,7.7,0,0,0,0,3.7,3.8999999999999995,0.3405405405405405,0.3405405405405405,0.3189189189189189
15,Female,New Johnmouth,8,6.4,5.7,50,10,0.3,5,10,4,1,0.8,117,18,2.51,2.27,1.62,Other,1,1.9,10.0,0,0,0,0,6.3999999999999995,-4.5,0.39218749999999997,0.3546875,0.253125
15,Other,Weberbury,10,2.7,4.7,69,10,0.0,1,8,4,0,1.4,59,14,1.25,0.79,0.66,Gaming,9,5.3,7.4,0,0,0,0,2.7,2.5999999999999996,0.4629629629629629,0.29259259259259257,0.24444444444444444
18,Female,Gaineshaven,7,8.7,7.6,63,1,1.2,8,10,8,0,1.7,142,16,1.3,0.1,,Social Media,1,5.4,10.0,0,0,0,0,1.4000000000000001,-3.299999999999999,0.14942528735632185,0.01149425287356322,
19,Female,East Natalieberg,8,6.4,5.1,93,5,0.5,4,9,1,1,1.5,112,13,1.0,1.0,,Other,10,7.4,10.0,0,0,0,0,2.0,1.0,0.15625,0.15625,
16,Male,Lancestad,11,6.7,9.9,54,1,0.9,9,10,10,1,0.8,43,17,2.9,1.0,,Education,3,8.7,9.9,0,0,0,0,3.9,1.9999999999999991,0.43283582089552236,0.14925373134328357,
14,Male,East Seantown,8,8.0,5.0,60,7,0.7,4,2,10,1,0.7,127,6,1.9,2.2,0.6,Browsing,2,5.2,10.0,0,0,0,0,4.699999999999999,-2.8,0.2375,0.275,0.075
16,Male,East Stephanieton,8,6.1,4.9,50,6,1.0,3,3,9,1,1.1,25,6,2.4,1.6,,Gaming,10,2.5,9.3,0,0,0,0,4.0,-3.5999999999999996,0.39344262295081966,0.26229508196721313,
17,Female,South Melissafurt,10,5.4,3.0,76,0,1.7,9,8,8,1,0.9,58,8,1.2,3.1,,Gaming,9,4.3,10.0,1,0,0,0,4.3,-1.1000000000000005,0.2222222222222222,0.5740740740740741,
17,Other,West Courtney,9,5.3,5.7,75,9,0.0,5,8,10,1,1.9,33,6,2.2,1.0,2.1,Gaming,9,7.5,7.5,0,0,0,0,5.300000000000001,2.2,0.4150943396226416,0.18867924528301888,0.39622641509433965
19,Male,Mcintoshview,7,7.2,6.1,59,7,1.7,6,5,8,1,1.5,88,14,2.2,3.1,0.4,Social Media,4,9.3,10.0,0,0,0,0,5.700000000000001,2.1000000000000005,0.3055555555555556,0.4305555555555556,0.05555555555555556
16,Other,Jesseport,7,4.1,6.8,92,10,2.5,5,8,10,0,1.3,24,7,2.1,1.2,0.8,Browsing,5,6.7,5.9,0,0,0,0,4.1,2.6000000000000005,0.5121951219512195,0.29268292682926833,0.19512195121951223
18,Male,Lake Jessicamouth,8,4.7,6.5,96,1,1.0,1,5,10,0,0.9,118,20,1.97,1.65,1.08,Browsing,3,6.6,10.0,0,0,0,0,4.7,1.8999999999999995,0.41914893617021276,0.351063829787234,0.2297872340425532
15,Other,Dalehaven,11,3.0,7.7,71,1,0.5,9,10,3,0,1.0,21,20,1.85,1.15,,Browsing,7,3.8,8.3,0,0,0,0,3.0,0.7999999999999998,0.6166666666666667,0.3833333333333333,
17,Female,North Stevestad,12,4.9,9.1,90,9,0.2,5,5,10,1,1.4,47,13,1.94,2.33,0.62,Browsing,6,5.4,9.4,0,0,0,0,4.89,0.5,0.39591836734693875,0.47551020408163264,0.12653061224489795
18,Other,Markville,12,5.6,7.8,53,0,1.2,8,5,1,0,0.5,65,9,3.5,1.4,0.3,Gaming,8,1.6,9.7,0,0,0,0,5.2,-3.9999999999999996,0.625,0.25,0.053571428571428575
17,Male,New Joshua,7,4.6,8.4,93,7,0.8,9,5,1,0,0.6,25,8,2.52,0.95,1.13,Education,4,4.6,6.5,0,0,0,0,4.6,0.0,0.5478260869565218,0.20652173913043478,0.24565217391304348
15,Other,New John,8,5.4,7.5,94,7,0.5,3,10,2,1,0.3,57,13,1.7,1.0,1.2,Gaming,2,4.6,8.1,0,0,0,0,3.9000000000000004,-0.8000000000000007,0.31481481481481477,0.18518518518518517,0.2222222222222222
15,Male,Ericaborough,10,7.0,5.7,90,10,0.4,8,10,7,0,1.2,117,7,4.79,0.1,2.11,Social Media,6,2.8,10.0,0,0,0,0,7.0,-4.2,0.6842857142857143,0.014285714285714287,0.30142857142857143
16,Other,Lake Frank,11,7.3,4.9,58,2,0.7,10,4,7,0,0.6,42,17,3.4,2.1,0.6,Gaming,1,4.7,10.0,0,0,0,0,6.1,-2.5999999999999996,0.4657534246575342,0.28767123287671237,0.0821917808219178
14,Other,Mitchellshire,11,7.4,6.2,69,8,0.7,9,6,3,0,1.6,75,14,3.1,0.3,0.8,Education,2,9.4,10.0,0,0,0,0,4.2,2.0,0.4189189189189189,0.040540540540540536,0.10810810810810811
18,Male,Guzmanshire,12,4.5,8.6,57,4,0.0,2,9,7,1,0.9,109,12,2.76,1.22,0.51,Other,6,5.5,10.0,0,0,0,0,4.489999999999999,1.0,0.6133333333333333,0.2711111111111111,0.11333333333333334
14,Female,Josephhaven,9,2.6,6.5,51,3,0.9,4,8,2,1,1.4,28,15,1.16,0.7,0.74,Browsing,3,9.7,7.4,0,0,0,0,2.5999999999999996,7.1,0.4461538461538461,0.2692307692307692,0.2846153846153846
13,Female,South Lorichester,10,5.9,4.4,73,5,0.2,10,1,6,0,1.0,94,10,3.4,1.1,0.9,Browsing,4,8.9,10.0,0,0,0,0,5.4,3.0,0.5762711864406779,0.1864406779661017,0.15254237288135591
19,Male,North Joy,10,3.3,5.5,70,5,0.1,3,9,3,1,1.0,123,19,2.22,0.13,0.95,Gaming,2,6.8,10.0,0,0,0,0,3.3,3.5,0.6727272727272728,0.0393939393939394,0.2878787878787879
13,Male,New Angelaview,12,6.3,4.9,55,5,0.2,1,1,6,0,1.1,128,15,1.8,2.0,0.6,Browsing,5,3.8,10.0,0,0,0,0,4.3999999999999995,-2.5,0.28571428571428575,0.31746031746031744,0.09523809523809523
13,Female,Mccannshire,7,5.0,8.6,81,9,0.8,9,9,2,1,0.1,97,11,1.8,1.4,0.4,Other,10,4.7,8.0,0,0,0,0,3.6,-0.2999999999999998,0.36,0.27999999999999997,0.08
15,Male,East Natasha,12,0.3,6.5,90,4,1.4,5,9,9,0,0.0,81,15,0.1,0.13,0.07,Other,4,5.0,6.0,0,0,0,0,0.30000000000000004,4.7,0.33333333333333337,0.43333333333333335,0.23333333333333336
19,Female,Olsonshire,9,7.4,4.9,75,7,1.0,5,7,5,1,0.9,141,6,2.5,3.1,0.4,Gaming,9,5.0,10.0,0,0,0,0,6.0,-2.4000000000000004,0.33783783783783783,0.4189189189189189,0.05405405405405406
13,Female,Brownton,11,4.1,9.2,77,10,0.8,3,1,6,0,0.9,22,17,1.94,0.75,1.42,Gaming,2,1.0,6.9,0,0,0,0,4.109999999999999,-3.0999999999999996,0.4731707317073171,0.1829268292682927,0.3463414634146342
19,Male,Gallowayland,9,5.8,8.5,67,4,2.1,5,9,1,1,0.6,73,14,2.72,2.11,0.97,Browsing,1,2.8,10.0,0,0,0,0,5.8,-3.0,0.46896551724137936,0.36379310344827587,0.16724137931034483
13,Other,West Russell,10,6.7,5.6,83,10,1.3,10,4,7,0,1.4,107,7,2.4,1.3,0.8,Browsing,3,7.9,10.0,0,0,0,0,4.5,1.2000000000000002,0.3582089552238806,0.19402985074626866,0.11940298507462686
15,Female,Kathrynshire,12,8.1,7.8,72,8,0.0,5,1,3,0,0.0,37,17,2.0,2.4,1.4,Other,10,8.1,10.0,0,0,0,0,5.800000000000001,0.0,0.2469135802469136,0.2962962962962963,0.1728395061728395
14,Female,South Theodore,7,1.6,4.4,50,6,0.1,7,5,1,1,1.2,65,14,0.53,0.53,0.53,Social Media,9,3.8,7.1,0,0,0,0,1.59,2.1999999999999997,0.33125,0.33125,0.33125
17,Other,West Darrylside,10,4.5,10.0,65,5,1.8,5,5,4,0,0.6,38,15,2.52,1.26,0.72,Browsing,5,10.1,7.5,0,0,0,0,4.5,5.6,0.56,0.28,0.16
15,Male,Morsemouth,9,6.3,8.1,79,5,0.9,4,10,6,0,0.8,95,17,2.4,1.7,0.2,Social Media,3,5.8,10.0,0,0,0,0,4.3,-0.5,0.38095238095238093,0.2698412698412698,0.03174603174603175
16,Female,Port Amandamouth,11,8.2,6.5,74,6,0.4,2,4,6,0,1.1,20,15,4.6,0.2,0.3,Other,6,10.0,10.0,0,0,0,0,5.1,1.8000000000000007,0.5609756097560976,0.02439024390243903,0.03658536585365854
14,Other,West Timothyberg,12,3.9,3.3,64,5,1.4,2,9,5,0,1.4,86,16,1.72,1.5,0.68,Other,4,7.4,10.0,1,0,0,0,3.9,3.5000000000000004,0.441025641025641,0.38461538461538464,0.17435897435897438
19,Male,Hannahside,10,5.4,5.7,57,0,1.1,4,8,4,1,0.8,94,12,3.12,1.75,0.53,Other,2,8.5,10.0,0,0,0,0,5.4,3.0999999999999996,0.5777777777777777,0.32407407407407407,0.09814814814814815
14,Female,New Raymond,9,7.2,6.5,80,0,0.0,8,4,4,1,1.4,121,6,1.9,1.6,0.7,Other,5,9.5,10.0,0,0,0,0,4.2,2.3,0.2638888888888889,0.22222222222222224,0.09722222222222221
13,Female,North Lisa,7,2.2,6.6,61,3,0.0,7,6,5,1,0.0,104,12,1.33,0.14,0.73,Gaming,3,10.1,6.6,0,0,0,0,2.2,7.8999999999999995,0.6045454545454545,0.06363636363636364,0.3318181818181818
17,Other,Lake Tracyland,10,4.9,6.4,81,1,0.4,10,4,10,1,0.9,77,15,2.41,1.51,0.98,Browsing,2,4.7,10.0,0,0,0,0,4.9,-0.20000000000000018,0.49183673469387756,0.3081632653061224,0.19999999999999998
16,Other,North Samantha,8,3.5,4.6,52,6,3.0,9,3,4,1,1.6,96,8,2.51,0.99,,Browsing,9,9.2,9.3,0,0,0,0,3.5,5.699999999999999,0.7171428571428571,0.28285714285714286,
14,Female,New Tiffany,12,7.1,3.0,87,8,1.6,7,1,3,1,1.4,79,12,3.1,1.6,0.6,Browsing,3,5.7,10.0,1,0,0,0,5.3,-1.3999999999999995,0.4366197183098592,0.22535211267605637,0.08450704225352113
13,Other,West Danielside,9,6.0,5.3,93,5,2.3,2,10,8,1,1.7,61,9,3.24,1.05,1.71,Browsing,2,6.6,10.0,0,0,0,0,6.0,0.5999999999999996,0.54,0.17500000000000002,0.285
15,Other,Bryantberg,12,4.3,4.5,51,2,1.2,6,7,7,1,1.2,40,17,1.16,1.52,1.61,Browsing,7,5.2,9.2,0,0,0,0,4.29,0.9000000000000004,0.2697674418604651,0.35348837209302325,0.37441860465116283
14,Other,Bowenshire,12,4.9,3.4,68,7,1.1,1,10,7,1,0.9,86,20,1.0,,0.7,Browsing,8,5.8,9.9,1,0,0,0,1.7,0.8999999999999995,0.2040816326530612,,0.14285714285714285
17,Female,West Timothystad,7,5.3,7.8,71,1,1.8,7,5,2,1,1.1,37,19,2.79,1.49,1.02,Gaming,10,6.5,10.0,0,0,0,0,5.300000000000001,1.2000000000000002,0.5264150943396226,0.2811320754716981,0.19245283018867926
16,Other,South Mariahmouth,10,6.4,6.5,90,6,0.4,7,2,3,0,1.5,54,14,1.3,1.7,1.9,Education,2,3.9,10.0,0,0,0,0,4.9,-2.5000000000000004,0.203125,0.265625,0.29687499999999994
18,Female,Dillonhaven,8,6.5,8.7,96,0,1.1,9,4,1,1,1.2,24,7,1.2,0.2,1.9,Browsing,3,5.5,5.4,0,0,0,0,3.3,-1.0,0.1846153846153846,0.03076923076923077,0.29230769230769227
19,Other,North Michael,11,7.9,6.4,84,1,1.8,5,6,2,1,1.5,42,11,0.2,1.2,1.5,Gaming,2,6.1,9.1,0,0,0,0,2.9,-1.8000000000000007,0.02531645569620253,0.15189873417721517,0.18987341772151897
18,Other,Reyesmouth,11,3.7,5.7,50,3,1.3,3,8,1,1,0.8,104,10,1.88,1.07,0.75,Social Media,9,4.8,9.6,0,0,0,0,3.7,1.0999999999999996,0.508108108108108,0.2891891891891892,0.2027027027027027
13,Other,Whitefort,9,4.9,6.6,56,9,1.8,2,7,5,0,1.0,53,7,2.0,,0.5,Education,2,7.3,6.1,0,0,0,0,2.5,2.3999999999999995,0.4081632653061224,,0.1020408163265306
13,Male,Lake Lisastad,8,3.0,6.8,62,9,1.3,2,1,1,0,1.6,44,18,1.97,0.59,0.43,Education,4,6.3,10.0,0,0,0,0,2.99,3.3,0.6566666666666666,0.19666666666666666,0.14333333333333334
16,Female,Thomasside,12,2.7,5.6,58,9,1.4,4,5,9,1,1.0,144,6,1.37,0.93,0.39,Education,10,4.9,8.7,0,0,0,0,2.6900000000000004,2.2,0.5074074074074074,0.34444444444444444,0.14444444444444443
15,Other,West Kimberlyview,10,7.0,7.5,77,8,1.8,2,6,5,1,1.4,129,11,2.9,1.4,0.5,Education,7,7.3,10.0,0,0,0,0,4.8,0.2999999999999998,0.41428571428571426,0.19999999999999998,0.07142857142857142
14,Other,West Joanna,11,5.5,8.4,89,8,2.0,6,6,2,0,1.6,89,19,2.31,2.07,1.12,Browsing,7,5.7,10.0,0,0,0,0,5.5,0.20000000000000018,0.42,0.37636363636363634,0.20363636363636364
14,Female,Lopezville,9,7.3,3.7,52,0,0.5,2,9,5,0,1.3,66,6,3.0,3.1,,Browsing,2,5.5,10.0,1,0,0,0,6.1,-1.7999999999999998,0.4109589041095891,0.4246575342465754,
13,Other,Lynchfort,7,5.3,7.0,60,6,2.1,1,10,9,0,2.0,58,8,2.78,2.43,0.09,Other,6,9.3,10.0,0,0,0,0,5.3,4.000000000000001,0.5245283018867924,0.4584905660377359,0.016981132075471698
13,Other,South Catherine,9,5.7,4.5,90,6,1.3,8,2,4,1,1.3,61,12,2.2,0.7,0.9,Browsing,6,4.2,10.0,0,0,0,0,3.8000000000000003,-1.5,0.3859649122807018,0.12280701754385964,0.15789473684210525
17,Male,New April,9,3.2,6.4,58,0,0.9,1,1,3,1,0.6,87,5,0.57,2.63,,Gaming,2,5.0,6.6,0,0,0,0,3.1999999999999997,1.7999999999999998,0.17812499999999998,0.8218749999999999,
19,Male,South Robertport,10,3.9,8.0,76,4,3.4,9,10,3,0,0.9,63,9,2.34,0.1,1.46,Other,6,8.0,5.5,0,0,0,0,3.9,4.1,0.6,0.025641025641025644,0.37435897435897436
19,Other,Port Josephchester,11,6.9,7.2,98,4,0.9,4,5,3,1,0.9,63,10,2.1,1.4,0.9,Browsing,4,3.3,10.0,0,0,0,0,4.4,-3.6000000000000005,0.30434782608695654,0.20289855072463767,0.13043478260869565
17,Other,Lake Williamfort,11,4.5,8.2,98,0,0.4,4,7,7,1,1.2,91,19,2.35,1.34,0.81,Education,1,5.0,10.0,0,0,0,0,4.5,0.5,0.5222222222222223,0.2977777777777778,0.18000000000000002
16,Other,New Jefferybury,9,3.9,7.1,52,7,0.9,3,4,7,1,0.7,65,8,1.44,1.81,0.65,Gaming,2,8.1,7.8,0,0,0,0,3.9,4.199999999999999,0.36923076923076925,0.4641025641025641,0.16666666666666669
15,Female,Jasonland,10,7.0,4.2,58,10,1.2,9,5,10,1,2.0,60,5,3.1,2.0,1.4,Other,7,7.1,10.0,0,0,0,0,6.5,0.09999999999999964,0.4428571428571429,0.2857142857142857,0.19999999999999998
15,Other,Paynefort,10,2.7,8.7,64,2,1.5,7,1,6,0,1.1,146,17,1.37,1.33,,Education,4,8.1,10.0,0,0,0,0,2.7,5.3999999999999995,0.5074074074074074,0.4925925925925926,
15,Other,South Jasonmouth,10,4.1,6.7,61,6,0.3,1,6,9,1,1.1,99,8,2.36,1.48,0.26,Education,1,2.1,8.7,0,0,0,0,4.1,-1.9999999999999996,0.575609756097561,0.3609756097560976,0.06341463414634146
13,Other,Richardsville,11,5.7,8.8,85,1,1.6,8,3,7,1,0.8,26,5,0.3,0.6,0.9,Other,5,9.1,3.7,0,0,0,0,1.7999999999999998,3.3999999999999995,0.05263157894736842,0.10526315789473684,0.15789473684210525
14,Other,North Leslie,8,3.6,8.0,65,0,1.3,10,10,5,1,1.2,105,17,1.04,1.22,1.34,Education,9,6.5,8.8,0,0,0,0,3.5999999999999996,2.9,0.2888888888888889,0.33888888888888885,0.37222222222222223
16,Female,Shawnfurt,8,2.5,8.1,75,8,0.0,4,2,2,1,0.8,34,7,1.3,1.2,,Education,4,8.4,8.8,0,0,0,0,2.5,5.9,0.52,0.48,
17,Other,East Brandon,11,3.2,8.6,89,3,2.1,9,7,9,1,0.9,99,14,1.92,0.59,0.69,Other,1,6.5,8.4,0,0,0,0,3.1999999999999997,3.3,0.6,0.18437499999999998,0.21562499999999998
15,Female,Hillfort,12,5.2,8.2,56,0,1.9,9,10,6,1,0.0,144,15,1.7,1.0,1.2,Gaming,7,9.0,9.7,0,0,0,0,3.9000000000000004,3.8,0.3269230769230769,0.1923076923076923,0.23076923076923075
19,Male,Nicoletown,10,2.6,7.5,83,10,1.4,10,9,7,1,0.5,24,5,1.59,0.7,0.32,Education,2,6.5,3.9,0,0,0,0,2.61,3.9,0.6115384615384616,0.2692307692307692,0.12307692307692307
15,Other,Deleonberg,8,5.4,7.0,73,2,0.5,3,3,10,0,0.8,113,13,2.87,0.44,2.09,Social Media,1,9.9,10.0,0,0,0,0,5.4,4.5,0.5314814814814814,0.08148148148148147,0.387037037037037
18,Other,Bakerland,8,1.9,7.3,97,8,1.0,4,5,8,1,0.8,139,17,0.63,0.71,0.56,Gaming,3,4.1,8.0,0,0,0,0,1.9,2.1999999999999997,0.3315789473684211,0.3736842105263158,0.2947368421052632
15,Female,West Angela,7,2.4,6.1,98,10,0.0,8,7,10,1,0.9,128,8,1.6,0.14,0.66,Browsing,4,3.0,7.2,0,0,0,0,2.4000000000000004,0.6000000000000001,0.6666666666666667,0.05833333333333334,0.275
19,Male,East Traceyville,11,5.4,6.0,98,2,0.4,9,8,6,1,1.2,25,9,3.06,1.45,0.89,Browsing,2,4.3,10.0,0,0,0,0,5.3999999999999995,-1.1000000000000005,0.5666666666666667,0.2685185185185185,0.1648148148148148
17,Other,Allenside,11,6.6,5.9,91,4,1.2,8,10,3,1,1.9,110,18,2.3,0.9,1.4,Social Media,9,5.2,10.0,0,0,0,0,4.6,-1.3999999999999995,0.34848484848484845,0.13636363636363638,0.21212121212121213
19,Male,East Courtneyshire,7,5.6,9.0,63,5,1.2,7,9,6,1,1.2,68,10,1.94,2.08,1.58,Social Media,1,5.7,10.0,0,0,0,0,5.6,0.10000000000000053,0.3464285714285714,0.37142857142857144,0.2821428571428572
13,Female,South Stanley,11,6.3,6.3,72,1,0.0,7,8,8,1,0.8,38,9,2.9,0.8,0.7,Browsing,7,4.8,9.4,0,0,0,0,4.4,-1.5,0.4603174603174603,0.126984126984127,0.1111111111111111
18,Male,Castromouth,11,7.2,6.4,62,6,1.2,2,9,2,0,1.1,108,6,2.6,1.5,0.5,Browsing,10,7.5,10.0,0,0,0,0,4.6,0.2999999999999998,0.3611111111111111,0.20833333333333331,0.06944444444444445
16,Male,Robertland,7,3.2,3.1,90,1,0.8,8,6,7,1,1.2,76,8,1.78,1.19,0.23,Other,5,2.5,10.0,1,0,0,0,3.1999999999999997,-0.7000000000000002,0.55625,0.37187499999999996,0.071875
14,Male,Marystad,8,6.0,8.5,67,9,0.9,4,7,8,0,1.0,144,16,2.0,2.0,1.5,Gaming,2,4.2,10.0,0,0,0,0,5.5,-1.7999999999999998,0.3333333333333333,0.3333333333333333,0.25
17,Female,Schneiderstad,9,5.5,5.8,54,8,0.8,4,7,1,1,1.3,54,13,1.5,1.7,1.0,Browsing,4,4.0,9.5,0,0,0,0,4.2,-1.5,0.2727272727272727,0.3090909090909091,0.18181818181818182
13,Male,Waynestad,9,8.9,7.0,90,0,0.6,4,9,3,1,1.0,110,10,3.4,0.8,1.2,Browsing,2,5.8,10.0,0,0,0,0,5.4,-3.1000000000000005,0.38202247191011235,0.0898876404494382,0.1348314606741573
13,Female,Port Patrickfurt,8,5.0,6.0,90,8,1.7,10,7,1,1,0.3,29,7,2.26,0.75,1.98,Social Media,1,7.7,7.2,0,0,0,0,4.99,2.7,0.45199999999999996,0.15,0.396
19,Male,West Sarah,7,4.1,6.9,92,5,0.8,1,2,6,1,1.8,39,13,1.01,2.15,0.94,Gaming,3,5.5,8.7,0,0,0,0,4.1,1.4000000000000004,0.24634146341463417,0.524390243902439,0.22926829268292684
15,Female,Lesterside,8,0.9,5.8,92,8,1.2,8,1,1,1,1.5,119,14,0.52,0.38,,Education,7,8.3,7.7,0,0,0,0,0.9,7.4,0.5777777777777778,0.4222222222222222,
18,Other,South Robyn,7,3.7,7.4,54,7,0.2,8,7,7,0,0.5,21,19,2.78,0.65,0.28,Education,4,6.1,7.9,0,0,0,0,3.71,2.3999999999999995,0.7513513513513512,0.17567567567567569,0.07567567567567568
17,Female,South Melanieberg,8,5.1,5.0,82,5,1.9,7,1,3,0,0.9,63,18,1.9,2.4,0.4,Education,10,7.1,10.0,0,0,0,0,4.7,2.0,0.37254901960784315,0.47058823529411764,0.07843137254901962
18,Other,Jamesmouth,12,4.6,3.0,72,2,0.0,8,4,7,1,1.5,43,10,2.78,1.25,0.57,Browsing,9,6.0,10.0,1,0,0,0,4.6,1.4000000000000004,0.6043478260869565,0.27173913043478265,0.12391304347826086
16,Male,Port Samanthastad,7,3.0,6.3,92,6,1.2,5,1,10,1,0.7,113,11,1.54,0.57,0.89,Gaming,5,9.2,6.9,0,0,0,0,3.0,6.199999999999999,0.5133333333333333,0.18999999999999997,0.2966666666666667
15,Female,Luisstad,8,5.1,7.1,71,4,1.4,6,9,10,0,1.6,146,9,1.51,3.12,0.47,Browsing,3,3.0,10.0,0,0,0,0,5.1,-2.0999999999999996,0.296078431372549,0.611764705882353,0.09215686274509804
19,Female,West Jeffery,10,5.5,3.1,90,6,0.9,8,3,4,1,1.7,57,12,2.0,0.5,1.1,Social Media,6,2.5,10.0,1,0,0,0,3.6,-3.0,0.36363636363636365,0.09090909090909091,0.2
19,Male,Daniellehaven,11,3.5,5.5,62,3,1.2,10,10,2,1,0.5,47,17,1.9,0.5,0.4,Education,2,7.1,7.5,0,0,0,0,2.8,3.5999999999999996,0.5428571428571428,0.14285714285714285,0.1142857142857143
16,Female,East Robert,7,6.1,7.5,88,9,1.6,9,8,3,0,0.0,66,20,3.14,1.44,1.52,Browsing,10,7.6,10.0,0,0,0,0,6.1,1.5,0.5147540983606558,0.2360655737704918,0.24918032786885247
18,Female,East John,12,7.1,6.4,64,9,0.1,5,5,10,0,1.3,54,15,1.9,1.8,0.8,Gaming,2,4.8,10.0,0,0,0,0,4.5,-2.3,0.2676056338028169,0.2535211267605634,0.11267605633802819
15,Other,Sarahshire,8,7.7,6.5,64,7,0.1,3,10,7,0,0.2,76,5,2.4,0.3,1.3,Social Media,5,4.5,9.7,0,0,0,0,4.0,-3.2,0.3116883116883117,0.03896103896103896,0.16883116883116883
18,Female,Jacksonfort,8,4.7,8.3,91,3,2.2,7,6,6,1,1.3,134,18,0.8,0.7,0.8,Gaming,3,7.3,8.3,0,0,0,0,2.3,2.5999999999999996,0.1702127659574468,0.14893617021276595,0.1702127659574468
